angkatan,periode_masuk,tanggal_masuk,program_studi,jalur_masuk,jalur_masuk_raw,beasiswa_kerjasama,asal_3t,jatah_sks,ips,sks_kumulatif,ipk,sub_angkatan,kurikulum,jenis_kelamin,agama,sekolah_asal,kabupaten_sekolah,propinsi_sekolah,kabupaten_ktp,propinsi_ktp,pekerjaan_wali,semester_akhir,status_akhir,source_year
2024,GASAL 2024,,S1 TEKNOLOGI INFORMASI,SNBP,SNBP,,,,3.57,87,3.52,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,SMAN 3 YOGYAKARTA,Kota Yogyakarta,DI Yogyakarta,Kota Yogyakarta,DI Yogyakarta,DOSEN,,AKTIF,2024
2024,GASAL 2024,,S1 TEKNOLOGI INFORMASI,SNBP,SNBP,,,,3.65,63,3.79,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,SMAN 3 YOGYAKARTA,Kota Yogyakarta,DI Yogyakarta,Kota Yogyakarta,DI Yogyakarta,WIRASWASTA,,CUTI DENGAN IJIN,2024
2024,GASAL 2024,,S1 TEKNOLOGI INFORMASI,SNBP,SNBP,,,,3.8,84,3.69,Reguler,S1 TEKNOLOGI INFORMASI 2021,P,Islam,SMAS MUHAMMADIYAH 1 YOGYAKARTA,Kota Yogyakarta,DI Yogyakarta,Kota Jakarta Timur,DKI Jakarta,WIRASWASTA,,REGISTRASI,2024
2024,GASAL 2024,,S1 TEKNOLOGI INFORMASI,SNBP,SNBP,,,,3.72,85,3.5,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,SMAN 01 BATUSANGKAR,Kab. Tanah Datar,Sumatera Barat,Kab. Tanah Datar,Sumatera Barat,WIRASWASTA BIDANG JASA,,AKTIF,2024
2024,GASAL 2024,,S1 TEKNOLOGI INFORMASI,SNBP,SNBP,,,,3.7,84,3.55,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Katolik,SMA NEGERI 01,Kota Semarang,Jawa Tengah,Kota Semarang,Jawa Tengah,WIRASWASTA,,REGISTRASI,2024
2024,GASAL 2024,,S1 TEKNOLOGI INFORMASI,SNBP,SNBP,,,,3.42,84,3.12,Reguler,S1 TEKNOLOGI INFORMASI 2021,P,Kristen,SMA KRISTEN BARANA',Kab. Toraja Utara,Sulawesi Selatan,Kab. Luwu Timur,Sulawesi Selatan,KARYAWAN SWASTA,,AKTIF,2024
2024,GASAL 2024,,S1 TEKNOLOGI INFORMASI,SNBP,SNBP,,,,3.71,84,3.31,Reguler,S1 TEKNOLOGI INFORMASI 2021,P,Islam,SMA NEGERI 01,Kota Semarang,Jawa Tengah,Kota Semarang,Jawa Tengah,KARYAWAN SWASTA,,REGISTRASI,2024
2024,GASAL 2024,,S1 TEKNOLOGI INFORMASI,SNBP,SNBP,,,,3.66,84,3.76,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Kristen,SMA KATOLIK ST. ALBERTUS,Kota Malang,Jawa Timur,Kota Jakarta Barat,DKI Jakarta,KARYAWAN SWASTA,,REGISTRASI,2024
2024,GASAL 2024,,S1 TEKNOLOGI INFORMASI,SNBP,SNBP,,,,3.55,83,3.33,Reguler,S1 TEKNOLOGI INFORMASI 2021,P,Islam,SMAN 5 YOGYAKARTA,Kota Yogyakarta,DI Yogyakarta,Kab. Bantul,DI Yogyakarta,WIRASWASTA BIDANG PERDAGANGAN,,REGISTRASI,2024
2024,GASAL 2024,,S1 TEKNOLOGI INFORMASI,SNBP,SNBP,,,,3.74,84,3.71,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Katolik,SMAN 8 YOGYAKARTA,Kota Yogyakarta,DI Yogyakarta,Kota Yogyakarta,DI Yogyakarta,PEGAWAI NEGERI,,REGISTRASI,2024
2024,GASAL 2024,,S1 TEKNOLOGI INFORMASI,SNBP,SNBP,,,,3.89,86,3.82,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,SMAN 1 KUDUS,Kab. Kudus,Jawa Tengah,Kab. Demak,Jawa Tengah,WIRASWASTA,,REGISTRASI,2024
2024,GASAL 2024,,S1 TEKNOLOGI INFORMASI,SNBP,SNBP,,,,3.5,76,2.83,Reguler,S1 TEKNOLOGI INFORMASI 2021,P,Islam,SMA DARUL ULUM 1 UNGGULAN BPPT,Kab. Jombang,Jawa Timur,Kab. Lampung Timur,Lampung,PEGAWAI NEGERI,,REGISTRASI,2024
2024,GASAL 2024,,S1 TEKNOLOGI INFORMASI,SNBP,SNBP,,,,3.67,87,3.36,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,SMAN 1 KENDARI,Kota Kendari,Sulawesi Tenggara,Kota Semarang,Jawa Tengah,KARYAWAN SWASTA,,REGISTRASI,2024
2024,GASAL 2024,,S1 TEKNOLOGI INFORMASI,SNBP,SNBP,,,,3.3,72,2.67,Reguler,S1 TEKNOLOGI INFORMASI 2021,P,Islam,SMAN 1 TOLITOLI,Kab. Toli Toli,Sulawesi Tengah,Kota Yogyakarta,DI Yogyakarta,PEGAWAI NEGERI,,AKTIF,2024
2024,GASAL 2024,,S1 TEKNOLOGI INFORMASI,SNBP,SNBP,,,,3.8,81,3.36,Reguler,S1 TEKNOLOGI INFORMASI 2021,P,Islam,SMAN 1 PADANG,Kota Padang,Sumatera Barat,Kota Padang,Sumatera Barat,KARYAWAN SWASTA,,AKTIF,2024
2024,GASAL 2024,,S1 TEKNOLOGI INFORMASI,SNBP,SNBP,,,,3.5,84,3.43,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,SMAN 1 YOGYAKARTA,Kota Yogyakarta,DI Yogyakarta,Kab. Cilacap,Jawa Tengah,PENSIUNAN,,AKTIF,2024
2024,GASAL 2024,,S1 TEKNOLOGI INFORMASI,SNBP,SNBP,,,,3.46,84,3.19,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,SMA NEGERI 1 MATARAM,Kota Mataram,Nusa Tenggara Barat,Kota Mataram,Nusa Tenggara Barat,DOSEN,,AKTIF,2024
2024,GASAL 2024,,S1 TEKNOLOGI INFORMASI,SNBP,SNBP,,,,3.68,87,3.63,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,SMAN 8 YOGYAKARTA,Kota Yogyakarta,DI Yogyakarta,Kota Yogyakarta,DI Yogyakarta,KARYAWAN SWASTA,,AKTIF,2024
2024,GASAL 2024,,S1 TEKNOLOGI INFORMASI,SNBP,SNBP,,,,3.78,84,3.65,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Kristen,SMA Negeri 1 Samarinda,Kota Samarinda,Kalimantan Timur,Kota Samarinda,Kalimantan Timur,PENSIUNAN,,REGISTRASI,2024
2024,GASAL 2024,,S1 TEKNOLOGI INFORMASI,SNBP,SNBP,,,,3.65,84,3.4,Reguler,S1 TEKNOLOGI INFORMASI 2021,P,Islam,SMA NEGERI 02,Kota Semarang,Jawa Tengah,Kota Semarang,Jawa Tengah,LAIN-LAIN,,REGISTRASI,2024
2024,GASAL 2024,,S1 TEKNOLOGI INFORMASI,SNBP,SNBP,,,,3.64,86,3.52,Reguler,S1 TEKNOLOGI INFORMASI 2021,P,Islam,SMAN 3 YOGYAKARTA,Kota Yogyakarta,DI Yogyakarta,Kota Yogyakarta,DI Yogyakarta,PEGAWAI NEGERI,,REGISTRASI,2024
2024,GASAL 2024,,S1 TEKNOLOGI INFORMASI,SNBP,SNBP,,,,3.79,76,2.96,Reguler,S1 TEKNOLOGI INFORMASI 2021,P,Islam,MAS UNGGULAN AMANATUL UMMAH SURABAYA,Kota Surabaya,Jawa Timur,Kota Surabaya,Jawa Timur,WIRASWASTA,,AKTIF,2024
2024,GASAL 2024,,S1 TEKNOLOGI INFORMASI,SNBP,SNBP,,,,3.49,85,3.22,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,SMAN 3 SURAKARTA,Kota Surakarta,Jawa Tengah,Kab. Karanganyar,Jawa Tengah,PENSIUNAN,,REGISTRASI,2024
2024,GASAL 2024,,S1 TEKNOLOGI INFORMASI,SNBP,SNBP,,,,3.79,84,3.38,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Katolik,SMAS KOLESE DE BRITTO DEPOK,Kab. Sleman,DI Yogyakarta,Kota Yogyakarta,DI Yogyakarta,KARYAWAN SWASTA,,REGISTRASI,2024
2024,GASAL 2024,,S1 TEKNOLOGI INFORMASI,IUP,Internasional,,,,2.64,80,3.15,IUP,S1 TEKNOLOGI INFORMASI IUP 2024,L,Islam,SMA MENTARI INTERCULTURAL SCHOOL BINTARO,Kota Tangerang Selatan,Banten,Kota Tangerang Selatan,Banten,WIRASWASTA BIDANG JASA,,REGISTRASI,2024
2024,GASAL 2024,,S1 TEKNOLOGI INFORMASI,IUP,Internasional,,Kota Kupang,,3.26,71,2.69,IUP,S1 TEKNOLOGI INFORMASI IUP 2024,L,Islam,SMAN 9 YOGYAKARTA,Kota Yogyakarta,DI Yogyakarta,Kota Kupang,Nusa Tenggara Timur,PEGAWAI NEGERI,,REGISTRASI,2024
2024,GASAL 2024,,S1 TEKNOLOGI INFORMASI,IUP,Internasional,,,,0,17,0,IUP,S1 TEKNOLOGI INFORMASI IUP 2024,P,Islam,SMAN 8 BEKASI,Kota Bekasi,Jawa Barat,Kota Jakarta Timur,DKI Jakarta,KARYAWAN SWASTA,,MENGUNDURKAN DIRI,2024
2024,GASAL 2024,,S1 TEKNOLOGI INFORMASI,IUP,Internasional,,,,3.14,58,2.82,IUP,S1 TEKNOLOGI INFORMASI IUP 2024,L,Islam,SMAS GLOBAL INDO ASIA,Kota Batam,Kepulauan Riau,Kota Pekanbaru,Riau,WIRASWASTA,,REGISTRASI,2024
2024,GASAL 2024,,S1 TEKNOLOGI INFORMASI,IUP,Internasional,,,,3.91,84,3.86,IUP,S1 TEKNOLOGI INFORMASI IUP 2024,L,Kristen,SMA SWASTA BUDDHIS JAYANTI,Kab. Labuhanbatu,Sumatera Utara,Kota Medan,Sumatera Utara,KARYAWAN SWASTA,,AKTIF,2024
2024,GASAL 2024,,S1 TEKNOLOGI INFORMASI,IUP,Internasional,,,,3.35,84,3.28,IUP,S1 TEKNOLOGI INFORMASI IUP 2024,L,Islam,SMA ISLAM AL AZHAR 15,Kota Semarang,Jawa Tengah,Kota Semarang,Jawa Tengah,DOSEN,,AKTIF,2024
2024,GASAL 2024,,S1 TEKNOLOGI INFORMASI,IUP,Internasional,,,,3.01,77,2.7,IUP,S1 TEKNOLOGI INFORMASI IUP 2024,L,Islam,SMK MADINATULQURAN,-,,Kab. Temanggung,Jawa Tengah,KARYAWAN SWASTA,,AKTIF,2024
2024,GASAL 2024,,S1 TEKNOLOGI INFORMASI,IUP,Internasional,,,,3.13,71,2.57,IUP,S1 TEKNOLOGI INFORMASI IUP 2024,L,Islam,SMAS PRIBADI BEJI,Kota Depok,Jawa Barat,Kota Depok,Jawa Barat,KARYAWAN SWASTA,,REGISTRASI,2024
2024,GASAL 2024,,S1 TEKNOLOGI INFORMASI,IUP,Internasional,,,,1.3,68,1.89,IUP,S1 TEKNOLOGI INFORMASI IUP 2024,L,Islam,SMA ISLAM AL AZHAR 9 YOGYAKARTA,Kab. Sleman,DI Yogyakarta,Kota Yogyakarta,DI Yogyakarta,PEGAWAI NEGERI,,AKTIF,2024
2024,GASAL 2024,,S1 TEKNOLOGI INFORMASI,IUP,Internasional,,,,3.29,77,2.78,IUP,S1 TEKNOLOGI INFORMASI IUP 2024,L,Islam,SMAS ISLAM AL-AZHAR 4,Kota Bekasi,Jawa Barat,Kota Jakarta Barat,DKI Jakarta,KARYAWAN SWASTA,,AKTIF,2024
2024,GASAL 2024,,S1 TEKNOLOGI INFORMASI,IUP,Internasional,,,,2.18,68,2.16,IUP,S1 TEKNOLOGI INFORMASI IUP 2024,L,Islam,SMA ISLAM AL AZHAR 9 YOGYAKARTA,Kab. Sleman,DI Yogyakarta,Kota Jambi,Jambi,LAIN-LAIN,,AKTIF,2024
2024,GASAL 2024,,S1 TEKNOLOGI INFORMASI,SNBT,SNBT,,,,3.39,84,3.15,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,,,,Kab. Sleman,DI Yogyakarta,PEGAWAI NEGERI,,REGISTRASI,2024
2024,GASAL 2024,,S1 TEKNOLOGI INFORMASI,SNBT,SNBT,,,,3.39,87,3.2,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,,,,Kab. Magelang,Jawa Tengah,PEGAWAI NEGERI,,REGISTRASI,2024
2024,GASAL 2024,,S1 TEKNOLOGI INFORMASI,SNBT,SNBT,,,,3.69,84,3.42,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,,,,Kota Yogyakarta,DI Yogyakarta,KARYAWAN SWASTA,,REGISTRASI,2024
2024,GASAL 2024,,S1 TEKNOLOGI INFORMASI,SNBT,SNBT,,,,3.83,86,3.67,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,,,,Kab. Kebumen,Jawa Tengah,WIRASWASTA,,REGISTRASI,2024
2024,GASAL 2024,,S1 TEKNOLOGI INFORMASI,SNBT,SNBT,,,,2.77,61,1.5,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,,,,Kab. Cirebon,Jawa Barat,KARYAWAN SWASTA,,AKTIF,2024
2024,GASAL 2024,,S1 TEKNOLOGI INFORMASI,SNBT,SNBT,,,,3.88,87,3.49,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,,,,Kab. Purworejo,Jawa Tengah,LAIN-LAIN,,REGISTRASI,2024
2024,GASAL 2024,,S1 TEKNOLOGI INFORMASI,SNBT,SNBT,,,,3.28,76,2.89,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Budha,,,,Kota Medan,Sumatera Utara,WIRASWASTA,,AKTIF,2024
2024,GASAL 2024,,S1 TEKNOLOGI INFORMASI,SNBT,SNBT,,,,3.93,84,3.47,Reguler,S1 TEKNOLOGI INFORMASI 2021,P,Islam,,,,Kab. Bantul,DI Yogyakarta,PEGAWAI NEGERI,,REGISTRASI,2024
